entity_id,entity_name,entity_type,registration_number,registration_date,registration_age_days,jurisdiction,jurisdiction_risk,sector,sector_risk,ubo_name,ubo_nationality,ubo_count,ubo_disclosed,ubo_pep_flag,ubo_sanctions_flag,entity_sanctions_flag,worldcheck_hit,shell_company_flag,complex_structure_flag,num_subsidiaries,layering_depth,adverse_media_flag,adverse_media_count,annual_turnover_cr,declared_income_cr,income_turnover_gap,dormant_flag,director_name,multi_directorship_flag,director_company_count,docs_complete,rule_risk_score,sar_label,jurisdiction_risk_enc,sector_risk_enc,entity_type_enc,reg_age_years,ubo_opacity_score,structure_complexity,financial_opacity,alert_signal_count,ml_risk_score,ml_risk_tier,ml_alert
ENT00186,Patel Ventures LLP,Partnership,REG392760,2015-04-02,4046,USA,Low,Mining,High,Sunita Reddy,Cayman,3,1,0,0,0,0,0,0,13,3,0,0,3.05,0.79,0.68,0,Sunita Nair,0,1,0,40,1,1,0,1,11.08,0,28.19528664807629,0.5187937934151676,1,100.0,High,1
ENT00187,Iyer Enterprises Ltd,Public Limited,REG855480,2020-01-26,2286,USA,Low,Healthcare,Low,Fatima Mehta,Indian,2,1,0,0,0,0,0,0,0,2,0,0,232.2,32.99,133.23,0,Arun Singh,0,1,1,0,0,1,1,3,6.26,0,10.0,4.899554746499545,0,0.0,Low,0
ENT00188,Iyer Ventures LLP,Private Limited,REG585970,2012-08-01,5020,UK,Low,IT Services,Low,John Al-Farsi,Cayman,1,1,0,0,0,0,0,0,3,1,0,0,87.86,11.55,53.21,0,Fatima Kumar,0,2,1,0,0,1,1,2,13.75,0,11.931471805599454,3.992865393272247,0,0.0,Low,0
ENT00189,Patel Enterprises LLP,Public Limited,REG663975,2021-05-04,1822,Cyprus,Medium,Education,Low,Deepika Singh,UAE,1,1,0,0,0,0,0,0,0,1,0,0,85.57,19.56,26.89,0,Sarah Nair,0,3,1,15,0,2,1,3,4.99,0,5.0,3.3282682016393976,0,0.0,Low,0
ENT00190,Williams Trading Ltd,Partnership,REG388991,2009-07-06,6142,UK,Low,Healthcare,Low,Sunita Patel,Indian,2,1,0,0,0,0,0,0,0,1,0,0,471.3,131.91,75.57,0,Carlos Mehta,0,3,1,0,0,1,1,1,16.83,0,5.0,4.338205355125032,0,0.0,Low,0
ENT00191,Gupta Holdings LLP,Trust,REG422467,2017-04-13,3304,Marshall Islands,High,Manufacturing,Low,Fatima Gupta,American,4,0,1,0,0,0,0,0,16,6,1,10,171.18,24.06,99.0,0,John Reddy,0,1,1,85,1,0,1,5,9.05,70,44.16606672028108,4.605170185988092,1,100.0,High,1
ENT00192,Nair Trading Ltd,Public Limited,REG796884,2019-10-06,2398,Australia,Low,Healthcare,Low,Carlos Singh,Indian,1,1,0,0,0,0,0,0,2,2,0,0,344.9,35.07,239.69,0,Sarah Al-Farsi,0,1,1,0,0,1,1,3,6.57,0,15.49306144334055,5.4835097984336745,0,0.0,Low,0
ENT00193,Williams Capital LLP,LLP,REG693437,2021-11-01,1641,Canada,Low,Pawnbroking,Medium,Wei Mehta,UAE,1,1,0,0,0,0,0,0,2,2,0,0,480.6,74.44,257.28,0,Carlos Gupta,0,2,1,12,0,1,2,0,4.5,0,15.49306144334055,5.554044267758266,0,0.0,Low,0
ENT00194,Williams Consulting LLP,Private Limited,REG502022,2009-08-22,6095,Dubai,Medium,Import/Export,Medium,Deepika Sharma,Russian,1,1,0,0,0,0,0,0,0,1,0,0,118.22,26.96,37.34,0,Arun Kumar,0,2,1,27,0,2,2,2,16.7,0,5.0,3.6464937376174986,0,0.0,Low,0
ENT00195,Singh Group LLP,Public Limited,REG828655,2010-02-02,5931,Panama,High,Oil & Gas Trading,High,John Patel,UAE,3,0,0,0,0,0,0,1,16,3,0,0,266.13,105.6,50.67,0,Fatima Williams,1,18,1,100,1,0,0,3,16.25,40,54.16606672028108,3.9448773422990935,2,100.0,High,1
ENT00196,Chen Holdings Ltd,LLP,REG773505,2015-03-18,4061,India,Low,Retail,Low,Mohammed Reddy,British,2,1,0,0,0,0,0,0,4,2,0,0,421.09,88.3,156.19,0,Priya Reddy,0,3,1,0,0,1,1,0,11.13,0,18.0471895621705,5.057455264740146,0,0.0,Low,0
ENT00197,Al-Farsi Trading LLP,Trust,REG314498,2014-07-25,4297,Germany,Low,Education,Low,John Patel,UAE,2,1,0,0,0,0,0,0,3,2,0,0,138.73,41.49,14.26,0,Ananya Patel,0,2,1,0,0,1,1,5,11.77,0,16.931471805599454,2.725235025856311,0,0.0,Low,0
ENT00198,Al-Farsi Consulting LLP,Public Limited,REG218772,2005-06-19,7620,Canada,Low,Healthcare,Low,Fatima Mehta,American,2,1,0,0,0,0,0,0,4,1,0,0,159.4,41.0,36.4,0,Priya Nair,0,2,1,0,0,1,1,3,20.88,0,13.047189562170502,3.6216707044204863,0,0.0,Low,0
ENT00199,Williams Ventures Ltd,Private Limited,REG480590,2011-07-27,5391,Germany,Low,Manufacturing,Low,John Reddy,Indian,1,1,0,0,0,0,0,0,2,2,0,0,93.96,22.95,25.11,0,Wei Reddy,0,1,1,0,0,1,1,2,14.77,0,15.49306144334055,3.2623183827110376,0,0.0,Low,0
ENT00200,Kumar Solutions LLP,LLP,REG941629,2006-10-16,7136,Canada,Low,Logistics,Low,Ananya Williams,British,2,1,0,0,0,0,0,0,1,1,0,0,464.49,84.7,210.39,0,Wei Reddy,0,1,1,0,0,1,1,0,19.55,0,8.465735902799727,5.353704768627595,0,0.0,Low,0
ENT00201,Mehta Holdings Ltd,Public Limited,REG975295,2013-01-04,4864,Belize,High,Logistics,Low,Rajesh Nair,UAE,3,0,1,1,1,1,0,0,5,3,1,7,2.98,1.05,0.17,0,Deepika Williams,0,2,0,100,1,0,1,3,13.33,100,23.958797346140273,0.15700374880966475,3,100.0,High,1
ENT00202,Nair Group Ltd,Private Limited,REG895767,2013-06-19,4698,UK,Low,Real Estate,Medium,Fatima Chen,Nigerian,1,1,0,0,0,0,0,0,0,1,0,0,145.98,27.85,62.43,0,Ananya Singh,0,1,1,12,0,1,2,2,12.87,0,5.0,4.149936935645806,0,0.0,Low,0
ENT00203,Williams Group LLP,Public Limited,REG958423,2013-07-24,4663,Japan,Low,Education,Low,John Iyer,UAE,2,1,0,0,0,0,0,0,0,2,0,0,129.4,22.2,62.8,0,Wei Al-Farsi,0,1,1,0,0,1,1,3,12.78,0,10.0,4.155753190350744,0,0.0,Low,0
ENT00204,Singh Enterprises LLP,Public Limited,REG209343,2019-12-13,2330,Australia,Low,IT Services,Low,Ananya Kumar,Indian,2,1,0,0,0,0,0,0,1,2,0,0,250.03,75.15,24.58,0,Arun Mehta,0,1,1,0,0,1,1,3,6.38,0,13.465735902799727,3.2418107961506966,0,0.0,Low,0
ENT00205,Iyer Holdings LLP,Partnership,REG554464,2007-11-04,6752,Germany,Low,Import/Export,Medium,Deepika Patel,UAE,1,1,0,0,0,0,0,0,4,1,0,0,253.73,51.05,100.58,0,Arun Patel,0,3,1,12,0,1,2,1,18.5,0,13.047189562170502,4.620846665373099,0,0.0,Low,0
ENT00206,Nair Group LLP,Private Limited,REG942895,2023-09-12,961,Japan,Low,Education,Low,John Kumar,British,2,1,0,0,0,0,0,0,3,2,0,0,438.44,151.12,14.92,0,Wei Kumar,0,2,1,0,0,1,1,2,2.63,0,16.931471805599454,2.767576180416237,0,0.0,Low,0
ENT00207,Williams Holdings Ltd,LLP,REG179541,2020-01-31,2281,UK,Low,Retail,Low,Rajesh Al-Farsi,American,2,1,0,0,0,0,0,0,3,1,0,0,432.11,125.04,56.99,0,Deepika Al-Farsi,0,1,1,0,0,1,1,0,6.25,0,11.931471805599454,4.060270581888349,0,0.0,Low,0
ENT00208,Nair Solutions Ltd,LLP,REG646318,2014-07-25,4297,Australia,Low,IT Services,Low,John Nair,Cayman,5,0,0,0,0,0,1,1,13,4,1,8,198.18,66.6,1.62,0,Ananya Kumar,1,9,0,95,1,1,1,0,11.77,40,88.19528664807629,0.9631743177730056,5,100.0,High,1
ENT00209,Al-Farsi Solutions LLP,Private Limited,REG539266,2015-11-20,3814,Cyprus,Medium,Real Estate,Medium,Sunita Gupta,Indian,1,1,0,0,0,0,0,0,3,1,0,0,365.93,54.28,203.09,0,Rajesh Patel,0,3,1,27,0,2,2,2,10.45,0,11.931471805599454,5.318561073025079,0,0.0,Low,0
ENT00210,Nair Capital Ltd,Public Limited,REG659286,2010-10-16,5675,Germany,Low,Retail,Low,Sunita Williams,Nigerian,2,1,0,0,0,0,0,0,4,2,0,0,145.85,25.14,70.43,0,Sarah Sharma,0,2,1,0,0,1,1,3,15.55,0,18.0471895621705,4.268717949166882,0,0.0,Low,0
ENT00211,Nair Trading Ltd,Public Limited,REG129303,2007-04-02,6968,USA,Low,Healthcare,Low,Priya Iyer,UAE,1,1,0,0,0,0,0,0,4,1,0,0,109.66,29.84,20.14,0,Deepika Nair,0,1,1,0,0,1,1,3,19.09,0,13.047189562170502,3.051166980442092,0,0.0,Low,0
ENT00212,Kumar Group LLP,Sole Proprietor,REG768838,2013-07-02,4685,India,Low,Pawnbroking,Medium,John Kumar,Russian,1,1,0,0,0,0,0,0,4,1,0,0,259.11,51.45,104.76,0,Mohammed Kumar,0,2,1,12,0,1,2,4,12.84,0,13.047189562170502,4.6611723761033765,0,0.0,Low,0
ENT00213,Chen Trading Ltd,Partnership,REG896348,2008-12-01,6359,Australia,Low,IT Services,Low,Rajesh Kumar,Nigerian,1,1,0,0,0,0,0,0,4,1,0,0,240.16,61.62,55.3,0,Priya Mehta,0,2,1,0,0,1,1,1,17.42,0,13.047189562170502,4.030694535145645,0,0.0,Low,0
ENT00214,Iyer Consulting LLP,LLP,REG913885,2007-11-28,6728,India,Low,Logistics,Low,Deepika Sharma,Nigerian,1,1,0,0,0,0,0,0,3,2,0,0,83.41,26.27,4.6,0,Sunita Iyer,0,3,1,0,0,1,1,0,18.43,0,16.931471805599454,1.7227665977411035,0,0.0,Low,0
ENT00215,Reddy Capital LLP,Private Limited,REG770235,2008-07-21,6492,Hong Kong,Medium,Money Services,Medium,Fatima Patel,Nigerian,2,1,0,0,0,0,0,0,3,1,0,0,165.78,42.96,36.9,0,Priya Al-Farsi,0,3,1,27,0,2,2,2,17.79,0,11.931471805599454,3.634951112088381,0,0.0,Low,0
ENT00216,Al-Farsi Consulting LLP,LLP,REG506524,2016-10-04,3495,India,Low,Education,Low,Sunita Sharma,UAE,2,1,0,0,0,0,0,0,3,1,0,0,288.25,103.64,22.67,0,Fatima Gupta,0,1,1,0,0,1,1,0,9.58,0,11.931471805599454,3.1642084235258925,0,0.0,Low,0
ENT00217,Mehta Solutions LLP,Partnership,REG650517,2020-12-30,1947,Australia,Low,Healthcare,Low,Arun Singh,Russian,2,1,0,0,0,0,0,0,2,1,0,0,364.41,37.59,251.64,0,Arun Sharma,0,1,1,0,0,1,1,1,5.33,0,10.49306144334055,5.531965550507332,0,0.0,Low,0
ENT00218,Al-Farsi Enterprises LLP,Trust,REG124860,2007-11-04,6752,UK,Low,Manufacturing,Low,Arun Nair,Cayman,1,1,0,0,0,0,0,0,4,1,0,0,295.94,98.4,0.74,0,Sunita Kumar,0,3,1,0,0,1,1,5,18.5,0,13.047189562170502,0.5538851132264376,0,0.0,Low,0
ENT00219,Singh Group Ltd,Trust,REG729605,2017-10-02,3132,Germany,Low,IT Services,Low,Sunita Patel,Nigerian,2,1,0,0,0,0,0,0,0,1,0,0,166.67,47.12,25.31,0,Mohammed Nair,0,3,1,0,0,1,1,5,8.58,0,5.0,3.269949095052201,0,0.0,Low,0
ENT00220,Al-Farsi Holdings Ltd,Sole Proprietor,REG874339,2017-01-30,3377,Japan,Low,IT Services,Low,Deepika Nair,Russian,2,1,0,0,0,0,0,0,4,2,0,0,99.51,38.46,15.87,0,Sarah Kumar,0,3,1,0,0,1,1,4,9.25,0,18.0471895621705,2.825536896557877,0,0.0,Low,0
ENT00221,Singh Enterprises Ltd,Public Limited,REG747060,2021-07-21,1744,Australia,Low,Hospitality,Medium,Priya Sharma,Russian,1,1,0,0,0,0,0,0,4,2,0,0,132.16,51.95,23.69,0,Deepika Gupta,0,2,1,12,0,1,2,3,4.78,0,18.0471895621705,3.206398303357088,0,0.0,Low,0
ENT00222,Patel Consulting Ltd,Trust,REG724912,2008-07-14,6499,Canada,Low,Healthcare,Low,Rajesh Kumar,Cayman,2,1,0,0,0,0,0,0,0,1,0,0,81.56,27.88,2.08,0,John Kumar,0,1,1,0,0,1,1,5,17.81,0,5.0,1.1249295969854831,0,0.0,Low,0
ENT00223,Patel Solutions Ltd,Partnership,REG943602,2022-06-25,1405,India,Low,Retail,Low,Wei Mehta,UAE,2,1,0,0,0,0,0,0,0,1,0,0,125.34,37.46,12.96,0,Deepika Singh,0,3,1,0,0,1,1,1,3.85,0,5.0,2.6361960973342264,0,0.0,Low,0
ENT00224,Reddy Capital Ltd,Private Limited,REG490566,2006-04-07,7328,India,Low,Logistics,Low,Deepika Williams,British,2,1,0,0,0,0,0,0,1,2,0,0,64.86,15.99,16.89,0,Sarah Iyer,0,3,1,0,0,1,1,2,20.08,0,13.465735902799727,2.884241897520628,0,0.0,Low,0
ENT00225,Kumar Enterprises Ltd,LLP,REG425347,2017-12-13,3060,Malta,Medium,IT Services,Low,John Williams,Russian,2,1,0,0,0,0,0,0,0,1,0,0,84.57,30.01,5.46,0,Wei Mehta,0,3,1,15,0,2,1,0,8.38,0,5.0,1.8656293177945105,0,0.0,Low,0
ENT00226,Reddy Consulting LLP,LLP,REG728556,2014-02-03,4469,Malta,Medium,Pawnbroking,Medium,Sunita Kumar,British,2,1,0,0,0,0,0,0,4,2,0,0,102.7,26.47,23.29,0,Fatima Gupta,0,3,1,27,0,2,2,0,12.24,0,18.0471895621705,3.190064743014081,0,0.0,Low,0
ENT00227,Reddy Group LLP,Partnership,REG443289,2013-03-07,4802,Japan,Low,Logistics,Low,Ananya Patel,Nigerian,2,1,0,0,0,0,0,0,4,2,0,0,372.1,58.4,196.9,0,Sunita Singh,0,2,1,0,0,1,1,1,13.16,0,18.0471895621705,5.28776185260852,0,0.0,Low,0
ENT00228,Mehta Group Ltd,Sole Proprietor,REG979013,2017-07-05,3221,Singapore,Medium,Hospitality,Medium,Deepika Nair,British,1,1,0,0,0,0,0,0,0,2,0,0,124.65,23.16,55.17,0,Sarah Gupta,0,3,1,27,0,2,2,4,8.82,0,10.0,4.028382806544341,0,0.0,Low,0
ENT00229,Chen Holdings Ltd,Public Limited,REG242288,2022-12-10,1237,Germany,Low,IT Services,Low,Rajesh Kumar,American,1,1,0,0,0,0,0,0,3,1,0,0,340.51,75.44,114.19,0,Mohammed Mehta,0,2,1,0,0,1,1,3,3.39,0,11.931471805599454,4.746582938938415,0,0.0,Low,0
ENT00230,Kumar Capital LLP,Partnership,REG552511,2012-09-09,4981,Canada,Low,Hospitality,Medium,Carlos Reddy,Nigerian,1,1,0,0,0,0,0,0,3,1,0,0,484.81,69.38,276.67,0,Sunita Patel,0,2,1,12,0,1,2,1,13.65,0,11.931471805599454,5.626433358228597,0,0.0,Low,0
ENT00231,Iyer Enterprises Ltd,Partnership,REG213993,2013-01-18,4850,Belize,High,Arms & Defense,High,Sunita Al-Farsi,Cayman,4,0,1,0,0,0,1,1,8,6,0,0,495.44,186.89,65.23,0,Wei Mehta,0,1,1,100,1,0,0,1,13.29,70,95.9861228866811,4.193133532496888,2,100.0,High,1
ENT00232,Reddy Trading Ltd,Partnership,REG816581,2009-12-18,5977,UK,Low,IT Services,Low,Fatima Gupta,Indian,1,1,0,0,0,0,0,0,1,2,0,0,51.0,5.94,33.18,0,Arun Sharma,0,3,1,0,0,1,1,1,16.38,0,13.465735902799727,3.5316406776874447,0,0.0,Low,0
ENT00233,Gupta Ventures LLP,LLP,REG262048,2022-01-20,1561,Germany,Low,Education,Low,Fatima Gupta,Cayman,2,1,0,0,0,0,0,0,3,2,0,0,337.62,80.16,97.14,0,Priya Iyer,0,2,1,0,0,1,1,0,4.28,0,16.931471805599454,4.586395030661757,0,0.0,Low,0
ENT00234,Al-Farsi Group Ltd,Private Limited,REG385309,2015-09-04,3891,Panama,High,Gambling,High,Sunita Gupta,Nigerian,5,0,0,0,0,0,0,1,16,3,1,11,70.73,28.12,13.63,0,Carlos Sharma,1,15,1,100,1,0,0,2,10.66,40,54.16606672028108,2.683074215032033,3,100.0,High,1
ENT00235,Williams Capital Ltd,Partnership,REG963731,2010-05-12,5832,Canada,Low,Manufacturing,Low,Sarah Singh,Nigerian,1,1,0,0,0,0,0,0,2,2,0,0,138.61,53.05,20.54,0,Ananya Gupta,0,2,1,0,0,1,1,1,15.98,0,15.49306144334055,3.0699116717282426,0,0.0,Low,0
ENT00236,Patel Group LLP,Trust,REG518004,2016-05-23,3629,USA,Low,Healthcare,Low,Carlos Al-Farsi,Nigerian,2,1,0,0,0,0,0,0,4,1,0,0,285.96,84.08,33.72,0,Fatima Williams,0,3,1,0,0,1,1,5,9.94,0,13.047189562170502,3.5473158897921495,0,0.0,Low,0
ENT00237,Iyer Ventures LLP,Private Limited,REG391708,2018-11-23,2715,Hong Kong,Medium,IT Services,Low,Fatima Sharma,British,2,1,0,0,0,0,0,0,3,2,0,0,131.49,32.77,33.18,0,Wei Reddy,0,3,1,15,0,2,1,2,7.44,0,16.931471805599454,3.5316406776874447,0,0.0,Low,0
ENT00238,Reddy Ventures LLP,Trust,REG560793,2018-05-05,2917,USA,Low,Retail,Low,Sunita Williams,Indian,2,1,0,0,0,0,0,0,2,1,0,0,19.21,5.87,1.6,0,Arun Nair,0,3,1,0,0,1,1,5,7.99,0,10.49306144334055,0.9555114450274363,0,0.0,Low,0
ENT00239,Patel Solutions Ltd,LLP,REG353918,2022-12-31,1216,Japan,Low,Logistics,Low,Priya Iyer,American,1,1,0,0,0,0,0,0,3,1,0,0,331.24,44.34,198.22,0,Sarah Singh,0,3,1,0,0,1,1,0,3.33,0,11.931471805599454,5.294409741717019,0,0.0,Low,0
ENT00240,Williams Enterprises LLP,Sole Proprietor,REG954994,2019-11-03,2370,Cayman Islands,High,Manufacturing,Low,Mohammed Gupta,Indian,4,1,0,0,1,1,0,0,15,5,0,0,2.55,0.94,0.27,0,Deepika Reddy,0,1,0,95,1,0,1,4,6.49,0,38.86294361119891,0.23901690047049992,2,100.0,High,1
ENT00241,Nair Enterprises Ltd,Sole Proprietor,REG102538,2019-07-06,2490,Singapore,Medium,Money Services,Medium,Carlos Al-Farsi,Russian,2,1,0,0,0,0,0,0,1,2,0,0,350.94,110.58,19.2,0,Sunita Gupta,0,3,1,27,0,2,2,4,6.82,0,13.465735902799727,3.005682604407159,0,0.0,Low,0
ENT00242,Sharma Consulting LLP,LLP,REG182940,2009-10-07,6049,UK,Low,Retail,Low,Sunita Mehta,UAE,2,1,0,0,0,0,0,0,4,1,0,0,112.21,43.03,16.88,0,Ananya Kumar,0,3,1,0,0,1,1,0,16.57,0,13.047189562170502,2.883682769745368,0,0.0,Low,0
ENT00243,Williams Trading Ltd,Sole Proprietor,REG712411,2013-09-12,4613,Panama,High,Mining,High,Fatima Al-Farsi,Russian,6,0,0,0,0,0,0,1,15,5,0,0,1.42,0.27,0.61,0,Carlos Gupta,0,3,0,100,1,0,0,4,12.64,40,63.86294361119891,0.4762341789963716,2,100.0,High,1
ENT00244,Kumar Trading LLP,Private Limited,REG216530,2017-02-12,3364,Germany,Low,Retail,Low,Arun Nair,American,2,1,0,0,0,0,0,0,2,2,0,0,60.64,16.13,12.25,0,Carlos Reddy,0,1,1,0,0,1,1,2,9.22,0,15.49306144334055,2.583997552432231,0,0.0,Low,0
ENT00245,Kumar Consulting LLP,LLP,REG856364,2017-03-13,3335,UK,Low,Retail,Low,Carlos Chen,Indian,1,1,0,0,0,0,0,0,1,2,0,0,241.63,51.36,87.55,0,John Reddy,0,1,1,0,0,1,1,0,9.14,0,13.465735902799727,4.4835673642288425,0,0.0,Low,0
ENT00246,Kumar Holdings Ltd,Sole Proprietor,REG894635,2017-07-20,3206,Canada,Low,Manufacturing,Low,John Al-Farsi,UAE,1,1,0,0,0,0,0,0,4,1,0,0,138.85,29.01,51.82,0,Ananya Kumar,0,3,1,0,0,1,1,4,8.78,0,13.047189562170502,3.9668899068689862,0,0.0,Low,0
ENT00247,Singh Enterprises Ltd,Sole Proprietor,REG431051,2005-02-10,7749,Singapore,Medium,Manufacturing,Low,Deepika Chen,American,2,1,0,0,0,0,0,0,4,2,0,0,282.44,98.59,13.33,0,Fatima Nair,0,2,1,15,0,2,1,4,21.23,0,18.0471895621705,2.6623552418400807,0,0.0,Low,0
ENT00248,Williams Group Ltd,Sole Proprietor,REG271967,2007-04-03,6967,Canada,Low,Healthcare,Low,Sarah Gupta,UAE,1,1,0,0,0,0,0,0,3,1,0,0,221.05,41.51,96.52,0,Priya Mehta,0,1,1,0,0,1,1,4,19.09,0,11.931471805599454,4.5800574851730165,0,0.0,Low,0
ENT00249,Reddy Trading LLP,Trust,REG834041,2014-02-03,4469,Singapore,Medium,Hospitality,Medium,Deepika Iyer,UAE,1,1,0,0,0,0,0,0,0,2,0,0,141.33,27.36,59.25,0,John Reddy,0,3,1,27,0,2,2,5,12.24,0,10.0,4.098502572370764,0,0.0,Low,0
ENT00250,Gupta Group Ltd,Trust,REG440469,2015-05-06,4012,Japan,Low,IT Services,Low,Mohammed Williams,British,1,1,0,0,0,0,0,0,3,1,0,0,327.63,33.78,226.29,0,John Nair,0,2,1,0,0,1,1,5,10.99,0,11.931471805599454,5.426226735170068,0,0.0,Low,0
ENT00251,Mehta Ventures Ltd,LLP,REG890744,2005-10-07,7510,UK,Low,Manufacturing,Low,Sarah Chen,British,2,1,0,0,0,0,0,0,2,1,0,0,81.26,29.24,6.46,0,Priya Chen,0,1,1,0,0,1,1,0,20.58,0,10.49306144334055,2.0095554142156695,0,0.0,Low,0
ENT00252,Singh Capital Ltd,Sole Proprietor,REG695794,2021-03-04,1883,Japan,Low,IT Services,Low,John Patel,American,1,1,0,0,0,0,0,0,3,1,0,0,229.09,32.3,132.19,0,Ananya Reddy,0,3,1,0,0,1,1,4,5.16,0,11.931471805599454,4.891776680212939,0,0.0,Low,0
ENT00253,Mehta Solutions LLP,Private Limited,REG922493,2022-02-16,1534,Japan,Low,Education,Low,Deepika Reddy,American,2,1,0,0,0,0,0,0,2,2,0,0,261.42,51.64,106.5,0,Sunita Iyer,0,1,1,0,0,1,1,2,4.2,0,15.49306144334055,4.677490847567717,0,0.0,Low,0
ENT00254,Al-Farsi Ventures Ltd,Public Limited,REG484546,2006-07-21,7223,Dubai,Medium,Hospitality,Medium,Sarah Williams,Nigerian,1,1,0,0,0,0,0,0,4,1,0,0,229.12,24.07,156.91,0,Wei Mehta,0,1,1,27,0,2,2,3,19.79,0,13.047189562170502,5.062025250478552,0,0.0,Low,0
ENT00255,Al-Farsi Enterprises Ltd,Public Limited,REG657309,2007-06-09,6900,USA,Low,Logistics,Low,Sarah Williams,British,2,1,0,0,0,0,0,0,4,2,0,0,249.55,93.15,29.9,0,Rajesh Patel,0,2,1,0,0,1,1,3,18.9,0,18.0471895621705,3.4307561839036995,0,0.0,Low,0
ENT00256,Mehta Ventures LLP,Partnership,REG353018,2019-11-26,2347,Hong Kong,Medium,Logistics,Low,Sarah Iyer,Indian,1,1,0,0,0,0,0,0,3,1,0,0,417.2,128.89,30.53,0,Fatima Mehta,0,3,1,15,0,2,1,1,6.43,0,11.931471805599454,3.4509394735569696,0,0.0,Low,0
ENT00257,Al-Farsi Holdings LLP,LLP,REG665183,2021-06-30,1765,Germany,Low,Healthcare,Low,Priya Kumar,Nigerian,1,1,0,0,0,0,0,0,4,1,0,0,477.61,57.68,304.57,0,Carlos Kumar,0,1,1,0,0,1,1,0,4.84,0,13.047189562170502,5.72217888493435,0,0.0,Low,0
ENT00258,Gupta Capital Ltd,LLP,REG699910,2023-01-11,1205,Singapore,Medium,Logistics,Low,Sunita Mehta,Cayman,2,1,0,0,0,0,0,0,1,2,0,0,155.59,22.65,87.64,0,Arun Williams,0,3,1,15,0,2,1,0,3.3,0,13.465735902799727,4.484583222998974,0,0.0,Low,0
ENT00259,Williams Group Ltd,Sole Proprietor,REG484996,2007-02-09,7020,Japan,Low,IT Services,Low,Sarah Iyer,Russian,1,1,0,0,0,0,0,0,4,1,0,0,437.39,165.77,59.92,0,John Reddy,0,2,1,0,0,1,1,4,19.23,0,13.047189562170502,4.109561528026961,0,0.0,Low,0
ENT00260,Nair Trading Ltd,Sole Proprietor,REG836860,2020-01-20,2292,Japan,Low,Healthcare,Low,Sarah Gupta,Cayman,1,1,0,0,0,0,0,0,4,2,0,0,345.1,90.7,73.0,0,Sunita Singh,0,1,1,0,0,1,1,4,6.28,0,18.0471895621705,4.30406509320417,0,0.0,Low,0
ENT00261,Iyer Holdings Ltd,Public Limited,REG177084,2015-09-04,3891,Germany,Low,IT Services,Low,Wei Chen,American,2,1,0,0,0,0,0,0,0,1,0,0,22.96,2.46,15.58,0,Carlos Williams,0,2,1,0,0,1,1,3,10.66,0,5.0,2.8081971497071487,0,0.0,Low,0
ENT00262,Nair Group Ltd,Partnership,REG568977,2023-03-31,1126,Panama,High,Cryptocurrency,High,Carlos Gupta,Nigerian,6,0,1,1,0,1,1,0,8,5,0,0,157.83,33.34,57.81,0,Arun Nair,1,15,0,100,1,0,0,1,3.08,100,65.9861228866811,4.074311908471865,4,100.0,High,1
ENT00263,Al-Farsi Consulting LLP,Sole Proprietor,REG545709,2006-12-31,7060,Germany,Low,Education,Low,Carlos Patel,Russian,2,1,0,0,0,0,0,0,0,2,0,0,218.48,30.13,128.09,0,Sarah Chen,0,1,1,0,0,1,1,4,19.34,0,10.0,4.860509835518618,0,0.0,Low,0
ENT00264,Singh Holdings LLP,Public Limited,REG910549,2020-11-03,2004,USA,Low,Manufacturing,Low,Ananya Kumar,UAE,2,1,0,0,0,0,0,0,1,2,0,0,156.98,57.7,16.12,0,Sarah Nair,0,1,1,0,0,1,1,3,5.49,0,13.465735902799727,2.840247370713596,0,0.0,Low,0
ENT00265,Reddy Ventures LLP,Sole Proprietor,REG207440,2017-09-04,3160,Canada,Low,Education,Low,John Al-Farsi,Russian,2,1,0,0,0,0,0,0,1,1,0,0,371.69,136.53,37.9,0,Rajesh Kumar,0,1,1,0,0,1,1,4,8.66,0,8.465735902799727,3.6609942506244004,0,0.0,Low,0
ENT00266,Reddy Ventures LLP,Sole Proprietor,REG678716,2017-02-14,3362,USA,Low,Logistics,Low,Ananya Chen,Cayman,6,1,0,1,0,1,0,0,16,6,0,0,2.15,0.48,0.71,0,John Gupta,1,18,1,60,1,1,1,4,9.21,30,44.16606672028108,0.5364933705145685,2,100.0,High,1
ENT00267,Williams Group LLP,Public Limited,REG931059,2016-11-15,3453,Australia,Low,Healthcare,Low,Wei Chen,Russian,2,1,0,0,0,0,0,0,2,1,0,0,430.78,56.08,262.54,0,Ananya Al-Farsi,0,3,1,0,0,1,1,3,9.46,0,10.49306144334055,5.574205159117106,0,0.0,Low,0
ENT00268,Chen Enterprises LLP,Public Limited,REG482066,2015-04-06,4042,UK,Low,Education,Low,Ananya Nair,British,1,1,0,0,0,0,0,0,2,1,0,0,331.02,41.76,205.74,0,Sarah Gupta,0,2,1,0,0,1,1,3,11.07,0,10.49306144334055,5.331461965140338,0,0.0,Low,0
ENT00269,Sharma Holdings LLP,Trust,REG643593,2018-06-27,2864,USA,Low,Education,Low,Carlos Williams,UAE,2,1,0,0,0,0,0,0,2,2,0,0,291.98,89.67,22.97,0,Carlos Kumar,0,2,1,0,0,1,1,5,7.85,0,15.49306144334055,3.176803048446293,0,0.0,Low,0
